Survived,Age,SibSp,Parch,Fare,Cabin,Pclass_1,Pclass_2,Pclass_3,Sex_male,Embarked_C,Embarked_Q,Embarked_S
0,29.69911764705882,0,0,7.8958,Unknown,False,False,True,True,False,False,True
0,29.69911764705882,0,0,6.8583,Unknown,False,False,True,True,False,True,False
1,33.0,1,0,90.0,C78,True,False,False,False,False,True,False
0,29.69911764705882,0,0,0.0,Unknown,False,True,False,True,False,False,True
1,44.0,0,0,7.925,Unknown,False,False,True,True,False,False,True
0,29.69911764705882,0,0,8.05,Unknown,False,False,True,False,False,False,True
1,34.0,1,1,32.5,Unknown,False,True,False,False,False,False,True
1,18.0,0,2,13.0,Unknown,False,True,False,False,False,False,True
0,30.0,0,0,13.0,Unknown,False,True,False,True,False,False,True
0,10.0,0,2,24.15,Unknown,False,False,True,False,False,False,True
0,29.69911764705882,0,0,7.8958,Unknown,False,False,True,True,True,False,False
0,21.0,0,0,7.7333,Unknown,False,False,True,True,False,True,False
0,29.0,0,0,7.875,Unknown,False,False,True,True,False,False,True
0,28.0,1,1,14.4,Unknown,False,False,True,False,False,False,True
0,18.0,1,1,20.2125,Unknown,False,False,True,True,False,False,True
0,29.69911764705882,0,0,7.25,Unknown,False,False,True,True,False,False,True
1,28.0,1,0,26.0,Unknown,False,True,False,False,False,False,True
1,19.0,0,0,26.0,Unknown,False,True,False,False,False,False,True
0,29.69911764705882,0,0,7.75,Unknown,False,False,True,True,False,True,False
1,32.0,0,0,8.05,E10,False,False,True,True,False,False,True
1,28.0,0,0,26.55,C52,True,False,False,True,False,False,True
1,29.69911764705882,1,0,16.1,Unknown,False,False,True,False,False,False,True
1,42.0,1,0,26.0,Unknown,False,True,False,False,False,False,True
0,17.0,0,0,7.125,Unknown,False,False,True,True,False,False,True
0,50.0,1,0,55.9,E44,True,False,False,True,False,False,True
1,14.0,1,2,120.0,B96 B98,True,False,False,False,False,False,True
0,21.0,2,2,34.375,Unknown,False,False,True,False,False,False,True
1,24.0,2,3,18.75,Unknown,False,True,False,False,False,False,True
0,64.0,1,4,263.0,C23 C25 C27,True,False,False,True,False,False,True
0,31.0,0,0,10.5,Unknown,False,True,False,True,False,False,True
1,45.0,1,1,26.25,Unknown,False,True,False,False,False,False,True
0,20.0,0,0,9.5,Unknown,False,False,True,True,False,False,True
0,25.0,1,0,7.775,Unknown,False,False,True,True,False,False,True
1,28.0,0,0,13.0,Unknown,False,True,False,False,False,False,True
1,29.69911764705882,0,0,8.1125,Unknown,False,False,True,True,False,False,True
1,4.0,0,2,81.8583,A34,True,False,False,True,False,False,True
1,13.0,0,1,19.5,Unknown,False,True,False,False,False,False,True
1,34.0,0,0,26.55,Unknown,True,False,False,True,False,False,True
1,5.0,2,1,19.2583,Unknown,False,False,True,False,True,False,False
1,52.0,0,0,30.5,C104,True,False,False,True,False,False,True
0,36.0,1,2,27.75,Unknown,False,True,False,True,False,False,True
0,29.69911764705882,1,0,19.9667,Unknown,False,False,True,True,False,False,True
0,30.0,0,0,27.75,C111,True,False,False,True,True,False,False
1,49.0,1,0,89.1042,C92,True,False,False,True,True,False,False
0,29.69911764705882,0,0,8.05,Unknown,False,False,True,True,False,False,True
1,29.0,0,0,7.8958,Unknown,False,False,True,True,True,False,False
0,65.0,0,0,26.55,E38,True,False,False,True,False,False,True
1,29.69911764705882,1,0,51.8625,D21,True,False,False,False,False,False,True
1,50.0,0,0,10.5,Unknown,False,True,False,False,False,False,True
0,29.69911764705882,0,0,7.75,Unknown,False,False,True,True,False,True,False
1,48.0,0,0,26.55,E12,True,False,False,True,False,False,True
0,34.0,0,0,8.05,Unknown,False,False,True,True,False,False,True
0,47.0,0,0,38.5,E63,True,False,False,True,False,False,True
0,48.0,0,0,13.0,Unknown,False,True,False,True,False,False,True
0,29.69911764705882,0,0,8.05,Unknown,False,False,True,True,False,False,True
0,38.0,0,0,7.05,Unknown,False,False,True,True,False,False,True
0,29.69911764705882,0,0,0.0,Unknown,False,True,False,True,False,False,True
0,56.0,0,0,26.55,Unknown,True,False,False,True,False,False,True
0,29.69911764705882,0,0,7.725,Unknown,False,False,True,True,False,True,False
1,0.75,2,1,19.2583,Unknown,False,False,True,False,True,False,False
0,29.69911764705882,0,0,7.25,Unknown,False,False,True,True,False,False,True
0,38.0,0,0,8.6625,Unknown,False,False,True,True,False,False,True
1,33.0,1,2,27.75,Unknown,False,True,False,False,False,False,True
1,23.0,0,0,13.7917,D,False,True,False,False,True,False,False
0,22.0,0,0,9.8375,Unknown,False,False,True,False,False,False,True
0,29.69911764705882,0,0,52.0,A14,True,False,False,True,False,False,True
0,34.0,1,0,21.0,Unknown,False,True,False,True,False,False,True
0,29.0,1,0,7.0458,Unknown,False,False,True,True,False,False,True
0,22.0,0,0,7.5208,Unknown,False,False,True,True,False,False,True
1,2.0,0,1,12.2875,Unknown,False,False,True,False,False,False,True
0,9.0,5,2,46.9,Unknown,False,False,True,True,False,False,True
0,29.69911764705882,0,0,0.0,Unknown,False,True,False,True,False,False,True
0,50.0,0,0,8.05,Unknown,False,False,True,True,False,False,True
1,63.0,0,0,9.5875,Unknown,False,False,True,False,False,False,True
1,25.0,1,0,91.0792,B49,True,False,False,True,True,False,False
0,29.69911764705882,3,1,25.4667,Unknown,False,False,True,False,False,False,True
1,35.0,1,0,90.0,C93,True,False,False,False,False,False,True
0,58.0,0,0,29.7,B37,True,False,False,True,True,False,False
0,30.0,0,0,8.05,Unknown,False,False,True,True,False,False,True
1,9.0,1,1,15.9,Unknown,False,False,True,True,False,False,True
0,29.69911764705882,1,0,19.9667,Unknown,False,False,True,True,False,False,True
0,21.0,0,0,7.25,Unknown,False,False,True,True,False,False,True
0,55.0,0,0,30.5,C30,True,False,False,True,False,False,True
0,71.0,0,0,49.5042,Unknown,True,False,False,True,True,False,False
0,21.0,0,0,8.05,Unknown,False,False,True,True,False,False,True
0,29.69911764705882,0,0,14.4583,Unknown,False,False,True,True,True,False,False
1,54.0,1,0,78.2667,D20,True,False,False,False,True,False,False
0,29.69911764705882,0,0,15.1,Unknown,False,False,True,True,False,False,True
0,25.0,1,2,151.55,C22 C26,True,False,False,False,False,False,True
0,24.0,0,0,7.7958,Unknown,False,False,True,True,False,False,True
0,17.0,0,0,8.6625,Unknown,False,False,True,True,False,False,True
0,21.0,0,0,7.75,Unknown,False,False,True,False,False,True,False
0,29.69911764705882,0,0,7.6292,Unknown,False,False,True,False,False,True,False
0,37.0,0,0,9.5875,Unknown,False,False,True,False,False,False,True
1,16.0,0,0,86.5,B79,True,False,False,False,False,False,True
0,18.0,1,0,108.9,C65,True,False,False,True,True,False,False
1,33.0,0,2,26.0,Unknown,False,True,False,False,False,False,True
1,29.69911764705882,0,0,26.55,Unknown,True,False,False,True,False,False,True
0,28.0,0,0,22.525,Unknown,False,False,True,True,False,False,True
1,26.0,0,0,56.4958,Unknown,False,False,True,True,False,False,True
1,29.0,0,0,7.75,Unknown,False,False,True,True,False,True,False
0,29.69911764705882,0,0,8.05,Unknown,False,False,True,True,False,False,True
1,36.0,0,0,26.2875,E25,True,False,False,True,False,False,True
1,54.0,1,0,59.4,Unknown,True,False,False,False,True,False,False
0,24.0,0,0,7.4958,Unknown,False,False,True,True,False,False,True
0,47.0,0,0,34.0208,D46,True,False,False,True,False,False,True
1,34.0,0,0,10.5,F33,False,True,False,False,False,False,True
0,29.69911764705882,0,0,24.15,Unknown,False,False,True,True,False,True,False
1,36.0,1,0,26.0,Unknown,False,True,False,False,False,False,True
0,32.0,0,0,7.8958,Unknown,False,False,True,True,False,False,True
1,30.0,0,0,93.5,B73,True,False,False,False,False,False,True
0,22.0,0,0,7.8958,Unknown,False,False,True,True,False,False,True
0,29.69911764705882,0,0,7.225,Unknown,False,False,True,True,True,False,False
1,44.0,0,1,57.9792,B18,True,False,False,False,True,False,False
0,29.69911764705882,0,0,7.2292,Unknown,False,False,True,True,True,False,False
0,40.5,0,0,7.75,Unknown,False,False,True,True,False,True,False
1,50.0,0,0,10.5,Unknown,False,True,False,False,False,False,True
0,29.69911764705882,0,0,221.7792,C95,True,False,False,True,False,False,True
0,39.0,0,0,7.925,Unknown,False,False,True,True,False,False,True
0,23.0,2,1,11.5,Unknown,False,True,False,True,False,False,True
1,2.0,1,1,26.0,Unknown,False,True,False,False,False,False,True
0,29.69911764705882,0,0,7.2292,Unknown,False,False,True,True,True,False,False
0,17.0,1,1,7.2292,Unknown,False,False,True,True,True,False,False
1,29.69911764705882,0,2,22.3583,Unknown,False,False,True,False,True,False,False
0,30.0,0,0,8.6625,Unknown,False,False,True,False,False,False,True
1,7.0,0,2,26.25,Unknown,False,True,False,False,False,False,True
0,45.0,0,0,26.55,B38,True,False,False,True,False,False,True
1,30.0,0,0,106.425,Unknown,True,False,False,False,True,False,False
0,29.69911764705882,0,0,14.5,Unknown,False,False,True,True,False,False,True
1,22.0,0,2,49.5,B39,True,False,False,False,True,False,False
1,36.0,0,2,71.0,B22,True,False,False,False,False,False,True
0,9.0,4,2,31.275,Unknown,False,False,True,False,False,False,True
0,11.0,4,2,31.275,Unknown,False,False,True,False,False,False,True
1,32.0,1,0,26.0,Unknown,False,True,False,True,False,False,True
0,50.0,1,0,106.425,C86,True,False,False,True,True,False,False
0,64.0,0,0,26.0,Unknown,True,False,False,True,False,False,True
1,19.0,1,0,26.0,Unknown,False,True,False,False,False,False,True
1,29.69911764705882,0,0,13.8625,Unknown,False,True,False,True,True,False,False
0,33.0,1,1,20.525,Unknown,False,False,True,True,False,False,True
1,8.0,1,1,36.75,Unknown,False,True,False,True,False,False,True
1,17.0,0,2,110.8833,C70,True,False,False,True,True,False,False
0,27.0,0,0,26.0,Unknown,False,True,False,True,False,False,True
0,29.69911764705882,0,0,7.8292,Unknown,False,False,True,True,False,True,False
1,22.0,0,0,7.225,Unknown,False,False,True,True,True,False,False
1,22.0,0,0,7.775,Unknown,False,False,True,False,False,False,True
0,62.0,0,0,26.55,Unknown,True,False,False,True,False,False,True
1,48.0,1,0,39.6,A16,True,False,False,False,True,False,False
0,29.69911764705882,0,0,227.525,Unknown,True,False,False,True,True,False,False
1,39.0,1,1,79.65,E67,True,False,False,False,False,False,True
1,36.0,1,0,17.4,Unknown,False,False,True,False,False,False,True
0,29.69911764705882,0,0,7.75,Unknown,False,False,True,True,False,True,False
0,40.0,0,0,7.8958,Unknown,False,False,True,True,False,False,True
0,28.0,0,0,13.5,Unknown,False,True,False,True,False,False,True
0,29.69911764705882,0,0,8.05,Unknown,False,False,True,True,False,False,True
0,29.69911764705882,0,0,8.05,Unknown,False,False,True,False,False,False,True
0,24.0,2,0,24.15,Unknown,False,False,True,True,False,False,True
0,19.0,0,0,7.8958,Unknown,False,False,True,True,False,False,True
0,29.0,0,4,21.075,Unknown,False,False,True,False,False,False,True
0,29.69911764705882,0,0,7.2292,Unknown,False,False,True,True,True,False,False
1,32.0,0,0,7.8542,Unknown,False,False,True,True,False,False,True
1,62.0,0,0,10.5,Unknown,False,True,False,True,False,False,True
1,53.0,2,0,51.4792,C101,True,False,False,False,False,False,True
1,36.0,0,0,26.3875,E25,True,False,False,True,False,False,True
1,29.69911764705882,0,0,7.75,Unknown,False,False,True,False,False,True,False
0,16.0,0,0,8.05,Unknown,False,False,True,True,False,False,True
0,19.0,0,0,14.5,Unknown,False,False,True,True,False,False,True
1,34.0,0,0,13.0,Unknown,False,True,False,False,False,False,True
1,39.0,1,0,55.9,E44,True,False,False,False,False,False,True
0,29.69911764705882,1,0,14.4583,Unknown,False,False,True,False,True,False,False
1,32.0,0,0,7.925,Unknown,False,False,True,True,False,False,True
1,25.0,1,1,30.0,Unknown,False,True,False,False,False,False,True
1,39.0,1,1,110.8833,C68,True,False,False,False,True,False,False
0,54.0,0,0,26.0,Unknown,False,True,False,True,False,False,True
0,36.0,0,0,40.125,A10,True,False,False,True,True,False,False
0,29.69911764705882,0,0,8.7125,Unknown,False,False,True,True,True,False,False
1,18.0,0,2,79.65,E68,True,False,False,False,False,False,True
0,47.0,0,0,15.0,Unknown,False,True,False,True,False,False,True
1,60.0,1,1,79.2,B41,True,False,False,True,True,False,False
0,22.0,0,0,8.05,Unknown,False,False,True,True,False,False,True
0,29.69911764705882,0,0,8.05,Unknown,False,False,True,True,False,False,True
0,35.0,0,0,7.125,Unknown,False,False,True,True,False,False,True
1,52.0,1,0,78.2667,D20,True,False,False,False,True,False,False
0,47.0,0,0,7.25,Unknown,False,False,True,True,False,False,True
0,29.69911764705882,0,2,7.75,Unknown,False,False,True,False,False,True,False
0,37.0,1,0,26.0,Unknown,False,True,False,True,False,False,True
0,36.0,1,1,24.15,Unknown,False,False,True,True,False,False,True
1,29.69911764705882,0,0,33.0,Unknown,False,True,False,False,False,False,True
0,49.0,0,0,0.0,Unknown,False,False,True,True,False,False,True
0,29.69911764705882,0,0,7.225,Unknown,False,False,True,True,True,False,False
1,49.0,1,0,56.9292,A20,True,False,False,True,True,False,False
1,24.0,2,1,27.0,Unknown,False,True,False,False,False,False,True
0,29.69911764705882,0,0,7.8958,Unknown,False,False,True,True,False,False,True
0,29.69911764705882,0,0,42.4,Unknown,True,False,False,True,False,False,True
0,44.0,0,0,8.05,Unknown,False,False,True,True,False,False,True
1,35.0,0,0,26.55,Unknown,True,False,False,True,True,False,False
0,36.0,1,0,15.55,Unknown,False,False,True,True,False,False,True
0,30.0,0,0,7.8958,Unknown,False,False,True,True,False,False,True
1,27.0,0,0,30.5,Unknown,True,False,False,True,False,False,True
1,22.0,1,2,41.5792,Unknown,False,True,False,False,True,False,False
1,40.0,0,0,153.4625,C125,True,False,False,False,False,False,True
0,39.0,1,5,31.275,Unknown,False,False,True,False,False,False,True
0,29.69911764705882,0,0,7.05,Unknown,False,False,True,True,False,False,True
1,29.69911764705882,1,0,15.5,Unknown,False,False,True,False,False,True,False
0,29.69911764705882,0,0,7.75,Unknown,False,False,True,True,False,True,False
0,35.0,0,0,8.05,Unknown,False,False,True,True,False,False,True
1,24.0,1,2,65.0,Unknown,False,True,False,False,False,False,True
0,34.0,1,1,14.4,Unknown,False,False,True,True,False,False,True
0,26.0,1,0,16.1,Unknown,False,False,True,False,False,False,True
1,4.0,2,1,39.0,F4,False,True,False,False,False,False,True
0,26.0,0,0,10.5,Unknown,False,True,False,True,False,False,True
0,27.0,1,0,14.4542,Unknown,False,False,True,True,True,False,False
1,42.0,1,0,52.5542,D19,True,False,False,True,False,False,True
1,20.0,1,1,15.7417,Unknown,False,False,True,True,True,False,False
0,21.0,0,0,7.8542,Unknown,False,False,True,True,False,False,True
0,21.0,0,0,16.1,Unknown,False,False,True,True,False,False,True
0,61.0,0,0,32.3208,D50,True,False,False,True,False,False,True
0,57.0,0,0,12.35,Unknown,False,True,False,True,False,True,False
1,21.0,0,0,77.9583,D9,True,False,False,False,False,False,True
0,26.0,0,0,7.8958,Unknown,False,False,True,True,False,False,True
0,29.69911764705882,0,0,7.7333,Unknown,False,False,True,True,False,True,False
1,80.0,0,0,30.0,A23,True,False,False,True,False,False,True
0,51.0,0,0,7.0542,Unknown,False,False,True,True,False,False,True
1,32.0,0,0,30.5,B50,True,False,False,True,True,False,False
0,29.69911764705882,0,0,0.0,Unknown,True,False,False,True,False,False,True
0,9.0,3,2,27.9,Unknown,False,False,True,False,False,False,True
1,28.0,0,0,13.0,Unknown,False,True,False,False,False,False,True
0,32.0,0,0,7.925,Unknown,False,False,True,True,False,False,True
0,31.0,1,1,26.25,Unknown,False,True,False,True,False,False,True
0,41.0,0,5,39.6875,Unknown,False,False,True,False,False,False,True
0,29.69911764705882,1,0,16.1,Unknown,False,False,True,True,False,False,True
0,20.0,0,0,7.8542,Unknown,False,False,True,True,False,False,True
1,24.0,0,0,69.3,B35,True,False,False,False,True,False,False
0,2.0,3,2,27.9,Unknown,False,False,True,False,False,False,True
1,29.69911764705882,0,0,56.4958,Unknown,False,False,True,True,False,False,True
1,0.75,2,1,19.2583,Unknown,False,False,True,False,True,False,False
1,48.0,1,0,76.7292,D33,True,False,False,True,True,False,False
0,19.0,0,0,7.8958,Unknown,False,False,True,True,False,False,True
1,56.0,0,0,35.5,A26,True,False,False,True,True,False,False
0,29.69911764705882,0,0,7.55,Unknown,False,False,True,True,False,False,True
1,23.0,0,0,7.55,Unknown,False,False,True,False,False,False,True
0,29.69911764705882,0,0,7.8958,Unknown,False,False,True,True,False,False,True
1,18.0,0,1,23.0,Unknown,False,True,False,False,False,False,True
0,21.0,0,0,8.4333,Unknown,False,False,True,True,False,False,True
1,29.69911764705882,0,0,7.8292,Unknown,False,False,True,False,False,True,False
0,18.0,0,0,6.75,Unknown,False,False,True,False,False,True,False
0,24.0,2,0,73.5,Unknown,False,True,False,True,False,False,True
0,29.69911764705882,0,0,7.8958,Unknown,False,False,True,True,False,False,True
0,32.0,1,1,15.5,Unknown,False,False,True,False,False,True,False
0,23.0,0,0,13.0,Unknown,False,True,False,True,False,False,True
0,58.0,0,2,113.275,D48,True,False,False,True,True,False,False
1,50.0,2,0,133.65,Unknown,True,False,False,True,False,False,True
0,40.0,0,0,7.225,Unknown,False,False,True,True,True,False,False
0,47.0,0,0,25.5875,E58,True,False,False,True,False,False,True
0,36.0,0,0,7.4958,Unknown,False,False,True,True,False,False,True
1,20.0,1,0,7.925,Unknown,False,False,True,True,False,False,True
0,32.0,2,0,73.5,Unknown,False,True,False,True,False,False,True
0,25.0,0,0,13.0,Unknown,False,True,False,True,False,False,True
0,29.69911764705882,0,0,7.775,Unknown,False,False,True,True,False,False,True
0,43.0,0,0,8.05,Unknown,False,False,True,True,False,False,True
1,29.69911764705882,1,0,52.0,C126,True,False,False,False,False,False,True
1,40.0,1,1,39.0,Unknown,False,True,False,False,False,False,True
0,31.0,1,0,52.0,B71,True,False,False,True,False,False,True
0,70.0,0,0,10.5,Unknown,False,True,False,True,False,False,True
1,31.0,0,0,13.0,Unknown,False,True,False,True,False,False,True
0,29.69911764705882,0,0,0.0,Unknown,False,True,False,True,False,False,True
0,18.0,0,0,7.775,Unknown,False,False,True,True,False,False,True
0,24.5,0,0,8.05,Unknown,False,False,True,True,False,False,True
1,18.0,0,0,9.8417,Unknown,False,False,True,False,False,False,True
0,43.0,1,6,46.9,Unknown,False,False,True,False,False,False,True
1,36.0,0,1,512.3292,B51 B53 B55,True,False,False,True,True,False,False
0,29.69911764705882,0,0,8.1375,Unknown,False,False,True,False,False,True,False
1,27.0,0,0,76.7292,D49,True,False,False,True,True,False,False
0,20.0,0,0,9.225,Unknown,False,False,True,True,False,False,True
0,14.0,5,2,46.9,Unknown,False,False,True,True,False,False,True
0,60.0,1,1,39.0,Unknown,False,True,False,True,False,False,True
0,25.0,1,2,41.5792,Unknown,False,True,False,True,True,False,False
0,14.0,4,1,39.6875,Unknown,False,False,True,True,False,False,True
0,19.0,0,0,10.1708,Unknown,False,False,True,True,False,False,True
0,18.0,0,0,7.7958,Unknown,False,False,True,True,False,False,True
1,15.0,0,1,211.3375,B5,True,False,False,False,False,False,True
1,31.0,1,0,57.0,B20,True,False,False,True,False,False,True
1,4.0,0,1,13.4167,Unknown,False,False,True,False,True,False,False
1,29.69911764705882,0,0,56.4958,Unknown,False,False,True,True,False,False,True
0,25.0,0,0,7.225,Unknown,False,False,True,True,True,False,False
0,60.0,0,0,26.55,Unknown,True,False,False,True,False,False,True
0,52.0,0,0,13.5,Unknown,False,True,False,True,False,False,True
0,44.0,0,0,8.05,Unknown,False,False,True,True,False,False,True
1,29.69911764705882,0,0,7.7333,Unknown,False,False,True,False,False,True,False
0,49.0,1,1,110.8833,C68,True,False,False,True,True,False,False
0,42.0,0,0,7.65,F G63,False,False,True,True,False,False,True
1,18.0,1,0,227.525,C62 C64,True,False,False,False,True,False,False
1,35.0,0,0,26.2875,E24,True,False,False,True,False,False,True
0,18.0,0,1,14.4542,Unknown,False,False,True,False,True,False,False
0,25.0,0,0,7.7417,Unknown,False,False,True,True,False,True,False
0,26.0,1,0,7.8542,Unknown,False,False,True,True,False,False,True
0,39.0,0,0,26.0,Unknown,False,True,False,True,False,False,True
1,45.0,0,0,13.5,Unknown,False,True,False,False,False,False,True
1,42.0,0,0,26.2875,E24,True,False,False,True,False,False,True
1,22.0,0,0,151.55,Unknown,True,False,False,False,False,False,True
1,29.69911764705882,1,1,15.2458,Unknown,False,False,True,True,True,False,False
1,24.0,0,0,49.5042,C90,True,False,False,False,True,False,False
0,29.69911764705882,0,0,26.55,C124,True,False,False,True,False,False,True
1,48.0,1,0,52.0,C126,True,False,False,True,False,False,True
0,29.0,0,0,9.4833,Unknown,False,False,True,True,False,False,True
0,52.0,0,0,13.0,Unknown,False,True,False,True,False,False,True
0,19.0,0,0,7.65,F G73,False,False,True,True,False,False,True
1,38.0,0,0,227.525,C45,True,False,False,False,True,False,False
1,27.0,0,0,10.5,E101,False,True,False,False,False,False,True
0,29.69911764705882,0,0,15.5,Unknown,False,False,True,True,False,True,False
0,33.0,0,0,7.775,Unknown,False,False,True,True,False,False,True
1,6.0,0,1,33.0,Unknown,False,True,False,False,False,False,True
0,17.0,1,0,7.0542,Unknown,False,False,True,True,False,False,True
0,34.0,0,0,13.0,Unknown,False,True,False,True,False,False,True
0,50.0,0,0,13.0,Unknown,False,True,False,True,False,False,True
1,27.0,1,0,53.1,E8,True,False,False,True,False,False,True
0,20.0,0,0,8.6625,Unknown,False,False,True,True,False,False,True
1,30.0,3,0,21.0,Unknown,False,True,False,False,False,False,True
1,29.69911764705882,0,0,7.7375,Unknown,False,False,True,False,False,True,False
0,25.0,1,0,26.0,Unknown,False,True,False,True,False,False,True
0,25.0,1,0,7.925,Unknown,False,False,True,False,False,False,True
1,29.0,0,0,211.3375,B5,True,False,False,False,False,False,True
0,11.0,0,0,18.7875,Unknown,False,False,True,True,True,False,False
0,29.69911764705882,0,0,0.0,Unknown,False,True,False,True,False,False,True
0,23.0,0,0,13.0,Unknown,False,True,False,True,False,False,True
0,23.0,0,0,13.0,Unknown,False,True,False,True,False,False,True
0,28.5,0,0,16.1,Unknown,False,False,True,True,False,False,True
0,48.0,1,3,34.375,Unknown,False,False,True,False,False,False,True
1,35.0,0,0,512.3292,B101,True,False,False,True,True,False,False
0,29.69911764705882,0,0,7.8958,Unknown,False,False,True,True,False,False,True
0,29.69911764705882,0,0,7.8958,Unknown,False,False,True,True,False,False,True
1,29.69911764705882,0,0,30.0,D45,True,False,False,True,False,False,True
0,36.0,1,0,78.85,C46,True,False,False,True,False,False,True
1,21.0,2,2,262.375,B57 B59 B63 B66,True,False,False,False,True,False,False
0,24.0,1,0,16.1,Unknown,False,False,True,True,False,False,True
1,31.0,0,0,7.925,Unknown,False,False,True,True,False,False,True
0,70.0,1,1,71.0,B22,True,False,False,True,False,False,True
0,16.0,1,1,20.25,Unknown,False,False,True,True,False,False,True
1,30.0,0,0,13.0,Unknown,False,True,False,False,False,False,True
0,19.0,1,0,53.1,D30,True,False,False,True,False,False,True
0,31.0,0,0,7.75,Unknown,False,False,True,True,False,True,False
1,4.0,1,1,23.0,Unknown,False,True,False,False,False,False,True
1,6.0,0,1,12.475,E121,False,False,True,True,False,False,True
0,33.0,0,0,9.5,Unknown,False,False,True,True,False,False,True
0,23.0,0,0,7.8958,Unknown,False,False,True,True,False,False,True
1,48.0,1,2,65.0,Unknown,False,True,False,False,False,False,True
1,0.67,1,1,14.5,Unknown,False,True,False,True,False,False,True
0,28.0,0,0,7.7958,Unknown,False,False,True,True,False,False,True
0,18.0,0,0,11.5,Unknown,False,True,False,True,False,False,True
0,34.0,0,0,8.05,Unknown,False,False,True,True,False,False,True
1,33.0,0,0,86.5,B77,True,False,False,False,False,False,True
0,29.69911764705882,0,0,14.5,Unknown,False,False,True,True,False,False,True
0,41.0,0,0,7.125,Unknown,False,False,True,True,False,False,True
1,20.0,0,0,7.2292,Unknown,False,False,True,True,True,False,False
1,36.0,1,2,120.0,B96 B98,True,False,False,False,False,False,True
0,16.0,0,0,7.775,Unknown,False,False,True,True,False,False,True
1,51.0,1,0,77.9583,D11,True,False,False,False,False,False,True
0,29.69911764705882,0,0,39.6,Unknown,True,False,False,True,True,False,False
0,30.5,0,0,7.75,Unknown,False,False,True,False,False,True,False
0,29.69911764705882,1,0,24.15,Unknown,False,False,True,True,False,True,False
0,32.0,0,0,8.3625,Unknown,False,False,True,True,False,False,True
0,24.0,0,0,9.5,Unknown,False,False,True,True,False,False,True
0,48.0,0,0,7.8542,Unknown,False,False,True,True,False,False,True
0,57.0,0,0,10.5,E77,False,True,False,False,False,False,True
0,29.69911764705882,0,0,7.225,Unknown,False,False,True,True,True,False,False
1,54.0,1,3,23.0,Unknown,False,True,False,False,False,False,True
0,18.0,0,0,7.75,Unknown,False,False,True,True,False,False,True
0,29.69911764705882,0,0,7.75,F38,False,False,True,True,False,True,False
1,5.0,0,0,12.475,Unknown,False,False,True,False,False,False,True
0,29.69911764705882,0,0,7.7375,Unknown,False,False,True,True,False,True,False
1,43.0,0,1,211.3375,B3,True,False,False,False,False,False,True
1,13.0,0,0,7.2292,Unknown,False,False,True,False,True,False,False
1,17.0,1,0,57.0,B20,True,False,False,False,False,False,True
0,29.0,0,0,30.0,D6,True,False,False,True,False,False,True
0,29.69911764705882,1,2,23.45,Unknown,False,False,True,True,False,False,True
0,25.0,0,0,7.05,Unknown,False,False,True,True,False,False,True
0,25.0,0,0,7.25,Unknown,False,False,True,True,False,False,True
1,18.0,0,0,7.4958,Unknown,False,False,True,False,False,False,True
0,8.0,4,1,29.125,Unknown,False,False,True,True,False,True,False
1,1.0,1,2,20.575,Unknown,False,False,True,True,False,False,True
0,46.0,0,0,79.2,B82 B84,True,False,False,True,True,False,False
0,29.69911764705882,0,0,7.75,Unknown,False,False,True,True,False,True,False
0,16.0,0,0,26.0,Unknown,False,True,False,True,False,False,True
0,29.69911764705882,8,2,69.55,Unknown,False,False,True,False,False,False,True
0,29.69911764705882,0,0,30.6958,Unknown,True,False,False,True,True,False,False
0,25.0,0,0,7.8958,Unknown,False,False,True,True,False,False,True
0,39.0,0,0,13.0,Unknown,False,True,False,True,False,False,True
1,49.0,0,0,25.9292,D17,True,False,False,False,False,False,True
1,31.0,0,0,8.6833,Unknown,False,False,True,False,False,False,True
0,30.0,0,0,7.2292,Unknown,False,False,True,True,True,False,False
0,30.0,1,1,24.15,Unknown,False,False,True,False,False,False,True
0,34.0,0,0,13.0,Unknown,False,True,False,True,False,False,True
1,31.0,1,1,26.25,Unknown,False,True,False,False,False,False,True
1,11.0,1,2,120.0,B96 B98,True,False,False,True,False,False,True
1,0.42,0,1,8.5167,Unknown,False,False,True,True,True,False,False
1,27.0,0,0,6.975,Unknown,False,False,True,True,False,False,True
0,31.0,0,0,7.775,Unknown,False,False,True,True,False,False,True
0,39.0,0,0,0.0,A36,True,False,False,True,False,False,True
0,18.0,0,0,7.775,Unknown,False,False,True,False,False,False,True
0,39.0,0,0,13.0,Unknown,False,True,False,True,False,False,True
1,33.0,1,0,53.1,E8,True,False,False,False,False,False,True
0,26.0,0,0,7.8875,Unknown,False,False,True,True,False,False,True
0,39.0,0,0,24.15,Unknown,False,False,True,True,False,False,True
0,35.0,0,0,10.5,Unknown,False,True,False,True,False,False,True
0,6.0,4,2,31.275,Unknown,False,False,True,False,False,False,True
0,30.5,0,0,8.05,Unknown,False,False,True,True,False,False,True
0,29.69911764705882,0,0,0.0,B102,True,False,False,True,False,False,True
0,23.0,0,0,7.925,Unknown,False,False,True,False,False,False,True
0,31.0,1,1,37.0042,Unknown,False,True,False,True,True,False,False
0,43.0,0,0,6.45,Unknown,False,False,True,True,False,False,True
0,10.0,3,2,27.9,Unknown,False,False,True,True,False,False,True
1,52.0,1,1,93.5,B69,True,False,False,False,False,False,True
1,27.0,0,0,8.6625,Unknown,False,False,True,True,False,False,True
