Survived,Age,SibSp,Parch,Fare,Pclass_1,Pclass_2,Pclass_3,Sex_male,Embarked_C,Embarked_Q,Embarked_S,G,F,C,T,B,Unknown,D,E,A
0,24.0,0,0,8.85,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0,24.0,0,0,7.8958,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,29.69911764705882,0,0,27.7208,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
0,23.5,0,0,7.2292,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False
0,2.0,1,2,151.55,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
1,29.69911764705882,0,0,30.5,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
1,50.0,0,1,247.5208,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1,29.69911764705882,0,0,7.75,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
1,29.69911764705882,2,0,23.25,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False
0,19.0,0,0,0.0,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
1,29.69911764705882,0,0,12.35,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,29.69911764705882,0,0,8.05,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
1,0.92,1,2,151.55,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
1,29.69911764705882,0,0,110.8833,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1,17.0,1,0,108.9,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0,30.0,1,0,24.0,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False
1,30.0,0,0,56.9292,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,24.0,0,0,83.1583,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1,18.0,2,2,262.375,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0,26.0,1,1,26.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,28.0,0,0,7.8958,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,43.0,1,1,26.25,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
1,26.0,0,0,7.8542,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
1,24.0,1,0,26.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,54.0,0,0,14.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
1,31.0,0,2,164.8667,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
1,40.0,1,1,134.5,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,22.0,0,0,7.25,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,27.0,0,0,7.8958,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
1,30.0,0,0,12.35,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1,22.0,1,1,29.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,29.69911764705882,8,2,69.55,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
1,36.0,0,0,135.6333,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0,61.0,0,0,6.2375,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
1,36.0,0,0,13.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1,31.0,1,1,20.525,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
1,16.0,0,1,57.9792,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1,29.69911764705882,2,0,23.25,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
0,45.5,0,0,28.5,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,38.0,0,1,153.4625,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,16.0,2,0,18.0,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
1,29.69911764705882,1,0,133.65,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,29.69911764705882,0,0,7.8958,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,29.0,1,0,66.6,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
1,41.0,0,0,134.5,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,45.0,0,0,8.05,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,45.0,0,0,35.5,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
1,2.0,1,1,26.0,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
1,24.0,3,2,263.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
0,28.0,0,0,13.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,25.0,0,0,13.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,36.0,0,0,13.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
1,24.0,0,0,13.0,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
1,40.0,0,0,13.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,29.69911764705882,1,0,16.1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
1,3.0,1,1,15.9,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,42.0,0,0,8.6625,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,23.0,0,0,9.225,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,29.69911764705882,0,0,35.0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,15.0,1,1,7.2292,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False
0,25.0,1,0,17.8,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,29.69911764705882,0,0,7.225,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False
0,28.0,0,0,9.5,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
1,22.0,0,1,55.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,38.0,0,0,13.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,29.69911764705882,0,0,7.8792,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
1,29.69911764705882,0,0,7.8792,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
0,40.0,1,4,27.9,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,29.0,1,0,27.7208,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False
0,45.0,0,1,14.4542,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
0,35.0,0,0,7.05,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,29.69911764705882,1,0,15.5,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False
0,30.0,0,0,7.25,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
1,60.0,1,0,75.25,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,29.69911764705882,0,0,7.2292,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
1,29.69911764705882,0,0,7.75,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
1,24.0,0,0,69.3,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1,25.0,1,0,55.4417,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
0,18.0,1,0,6.4958,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,19.0,0,0,8.05,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,22.0,0,0,135.6333,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
0,3.0,3,1,21.075,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
1,29.69911764705882,1,0,82.1708,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1,22.0,0,0,7.25,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0,27.0,0,2,211.5,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
0,20.0,0,0,4.0125,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False
0,19.0,0,0,7.775,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
1,42.0,0,0,227.525,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1,1.0,0,2,15.7417,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
0,32.0,0,0,7.925,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
1,35.0,1,0,52.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,29.69911764705882,0,0,7.8958,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,18.0,0,0,73.5,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,1.0,5,2,46.9,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
1,36.0,0,0,13.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,29.69911764705882,0,0,7.7292,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False
1,17.0,0,0,12.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1,36.0,1,2,120.0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
1,21.0,0,0,7.7958,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,28.0,2,0,7.925,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
1,23.0,1,0,113.275,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,24.0,0,2,16.7,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
0,22.0,0,0,7.7958,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,31.0,0,0,7.8542,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0,46.0,0,0,26.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,23.0,0,0,10.5,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
1,28.0,0,0,12.65,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,39.0,0,0,7.925,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,26.0,0,0,8.05,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,21.0,1,0,9.825,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0,28.0,1,0,15.85,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,20.0,0,0,8.6625,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0,34.0,1,0,21.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,51.0,0,0,7.75,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
1,3.0,1,1,18.75,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,21.0,0,0,7.775,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,29.69911764705882,3,1,25.4667,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0,29.69911764705882,0,0,7.8958,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,29.69911764705882,0,0,6.8583,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False
1,33.0,1,0,90.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0,29.69911764705882,0,0,0.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
1,44.0,0,0,7.925,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,29.69911764705882,0,0,8.05,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
1,34.0,1,1,32.5,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,18.0,0,2,13.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,30.0,0,0,13.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,10.0,0,2,24.15,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0,29.69911764705882,0,0,7.8958,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False
0,21.0,0,0,7.7333,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False
0,29.0,0,0,7.875,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,28.0,1,1,14.4,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0,18.0,1,1,20.2125,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,29.69911764705882,0,0,7.25,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
1,28.0,1,0,26.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,19.0,0,0,26.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,29.69911764705882,0,0,7.75,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False
1,32.0,0,0,8.05,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False
1,28.0,0,0,26.55,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
1,29.69911764705882,1,0,16.1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
1,42.0,1,0,26.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,17.0,0,0,7.125,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,50.0,1,0,55.9,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
1,14.0,1,2,120.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,21.0,2,2,34.375,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
1,24.0,2,3,18.75,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,64.0,1,4,263.0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,31.0,0,0,10.5,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
1,45.0,1,1,26.25,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,20.0,0,0,9.5,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,25.0,1,0,7.775,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
1,28.0,0,0,13.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,29.69911764705882,0,0,8.1125,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
1,4.0,0,2,81.8583,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1,13.0,0,1,19.5,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,34.0,0,0,26.55,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
1,5.0,2,1,19.2583,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
1,52.0,0,0,30.5,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,36.0,1,2,27.75,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,29.69911764705882,1,0,19.9667,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,30.0,0,0,27.75,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
1,49.0,1,0,89.1042,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
0,29.69911764705882,0,0,8.05,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
1,29.0,0,0,7.8958,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False
0,65.0,0,0,26.55,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
1,29.69911764705882,1,0,51.8625,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1,50.0,0,0,10.5,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,29.69911764705882,0,0,7.75,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False
1,48.0,0,0,26.55,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
0,34.0,0,0,8.05,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,47.0,0,0,38.5,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
0,48.0,0,0,13.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,29.69911764705882,0,0,8.05,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,38.0,0,0,7.05,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,29.69911764705882,0,0,0.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,56.0,0,0,26.55,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,29.69911764705882,0,0,7.725,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False
1,0.75,2,1,19.2583,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
0,29.69911764705882,0,0,7.25,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,38.0,0,0,8.6625,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
1,33.0,1,2,27.75,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,23.0,0,0,13.7917,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,22.0,0,0,9.8375,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0,29.69911764705882,0,0,52.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0,34.0,1,0,21.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,29.0,1,0,7.0458,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,22.0,0,0,7.5208,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
1,2.0,0,1,12.2875,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0,9.0,5,2,46.9,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,29.69911764705882,0,0,0.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,50.0,0,0,8.05,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
1,63.0,0,0,9.5875,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
1,25.0,1,0,91.0792,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
0,29.69911764705882,3,1,25.4667,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
1,35.0,1,0,90.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
0,58.0,0,0,29.7,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
0,30.0,0,0,8.05,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
1,9.0,1,1,15.9,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,29.69911764705882,1,0,19.9667,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,21.0,0,0,7.25,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,55.0,0,0,30.5,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,71.0,0,0,49.5042,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
0,21.0,0,0,8.05,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,29.69911764705882,0,0,14.4583,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False
1,54.0,1,0,78.2667,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,29.69911764705882,0,0,15.1,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,25.0,1,2,151.55,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
0,24.0,0,0,7.7958,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,17.0,0,0,8.6625,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,21.0,0,0,7.75,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
0,29.69911764705882,0,0,7.6292,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
0,37.0,0,0,9.5875,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
1,16.0,0,0,86.5,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,18.0,1,0,108.9,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
1,33.0,0,2,26.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,29.69911764705882,0,0,26.55,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,28.0,0,0,22.525,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
1,26.0,0,0,56.4958,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
1,29.0,0,0,7.75,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False
0,29.69911764705882,0,0,8.05,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
1,36.0,0,0,26.2875,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
1,54.0,1,0,59.4,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0,24.0,0,0,7.4958,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,47.0,0,0,34.0208,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
1,34.0,0,0,10.5,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
0,29.69911764705882,0,0,24.15,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False
1,36.0,1,0,26.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,32.0,0,0,7.8958,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
1,30.0,0,0,93.5,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,22.0,0,0,7.8958,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,29.69911764705882,0,0,7.225,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False
1,44.0,0,1,57.9792,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0,29.69911764705882,0,0,7.2292,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False
0,40.5,0,0,7.75,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False
1,50.0,0,0,10.5,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,29.69911764705882,0,0,221.7792,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,39.0,0,0,7.925,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,23.0,2,1,11.5,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
1,2.0,1,1,26.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,29.69911764705882,0,0,7.2292,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False
0,17.0,1,1,7.2292,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False
1,29.69911764705882,0,2,22.3583,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
0,30.0,0,0,8.6625,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
1,7.0,0,2,26.25,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,45.0,0,0,26.55,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
1,30.0,0,0,106.425,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0,29.69911764705882,0,0,14.5,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
1,22.0,0,2,49.5,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1,36.0,0,2,71.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,9.0,4,2,31.275,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0,11.0,4,2,31.275,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
1,32.0,1,0,26.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,50.0,1,0,106.425,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
0,64.0,0,0,26.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
1,19.0,1,0,26.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,29.69911764705882,0,0,13.8625,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False
0,33.0,1,1,20.525,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
1,8.0,1,1,36.75,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
1,17.0,0,2,110.8833,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
0,27.0,0,0,26.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,29.69911764705882,0,0,7.8292,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False
1,22.0,0,0,7.225,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False
1,22.0,0,0,7.775,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0,62.0,0,0,26.55,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
1,48.0,1,0,39.6,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0,29.69911764705882,0,0,227.525,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
1,39.0,1,1,79.65,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1,36.0,1,0,17.4,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0,29.69911764705882,0,0,7.75,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False
0,40.0,0,0,7.8958,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,28.0,0,0,13.5,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,29.69911764705882,0,0,8.05,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,29.69911764705882,0,0,8.05,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0,24.0,2,0,24.15,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,19.0,0,0,7.8958,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,29.0,0,4,21.075,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0,29.69911764705882,0,0,7.2292,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False
1,32.0,0,0,7.8542,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
1,62.0,0,0,10.5,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
1,53.0,2,0,51.4792,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
1,36.0,0,0,26.3875,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
1,29.69911764705882,0,0,7.75,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
0,16.0,0,0,8.05,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0,19.0,0,0,14.5,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
1,34.0,0,0,13.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,39.0,1,0,55.9,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,29.69911764705882,1,0,14.4583,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
1,32.0,0,0,7.925,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
1,25.0,1,1,30.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,39.0,1,1,110.8833,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0,54.0,0,0,26.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,36.0,0,0,40.125,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,29.69911764705882,0,0,8.7125,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False
1,18.0,0,2,79.65,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,47.0,0,0,15.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
